순위,가수명,인기곡,앨범이미지,유튜브링크
41,소유 (SOYOU),썸 (Feat. 릴보이 Of 긱스),https://cdnimg.melon.co.kr/cm2/artistcrop/images/004/90/981/490981_20220422110615_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=Y-FhDScM_2w
42,조이 (JOY),여우야,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/80/922/780922_20221124113000_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=p9eW-K_yQGw
43,린,...사랑했잖아...,https://cdnimg.melon.co.kr/cm2/artistcrop/images/000/08/530/8530_20221021140028_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=XQLmFuqVri0
44,김연지,사랑의 인사,https://cdnimg.melon.co.kr/cm2/artistcrop/images/004/28/803/428803_20211124143325_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=eJcxC1f-YTM
45,Billie Eilish,bad guy,https://cdnimg.melon.co.kr/cm2/artistcrop/images/012/39/008/1239008_20220722104746_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=DyDfgMOUjCI
46,보아 (BoA),아틀란티스 소녀 (Atlantis Princess),https://cdnimg.melon.co.kr/cm2/artistcrop/images/000/02/165/2165_20230113111025_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=skbnuIhVQUA
47,Sia,Snowman,https://cdnimg.melon.co.kr/cm2/artistcrop/images/000/54/103/54103_20211124163351_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=gset79KMmt0
48,벤,열애중,https://cdnimg.melon.co.kr/cm/artistcrop/images/006/55/051/655051_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=PrqBlVtliqs
49,수지 (Suzy),Dream (Prod. by 박근태),https://cdnimg.melon.co.kr/cm2/artistcrop/images/005/14/741/514741_20221006152554_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=WfYgbFBFe1E
50,제이세라,어디선가 나처럼 이 노랠 듣고 있을 너에게,https://cdnimg.melon.co.kr/cm2/artistcrop/images/004/84/881/484881_20230102104207_500.jpg/melon/resize/104/quality/80/optimize,https://www.youtube.com/watch?v=QmaufhgnI8o
