성별,세대,아티스트,곡명,앨범명,앨범이미지,유튜브링크
여성,10,BLACKPINK,Lovesick Girls,THE ALBUM,https://musicmeta-phinf.pstatic.net/album/004/983/4983288.jpg,https://www.youtube.com/watch?v=dyRsYk0LyA8
여성,10,NCT DREAM,맛 (Hot Sauce),맛 (Hot Sauce) - The 1st Album,https://musicmeta-phinf.pstatic.net/album/005/802/5802115.jpg,https://www.youtube.com/watch?v=PkKnp4SdE-w
여성,10,아이유(IU),라일락,IU 5th Album 'LILAC',https://musicmeta-phinf.pstatic.net/album/005/211/5211473.jpg,https://www.youtube.com/watch?v=v7bnOxV4jAc
여성,10,세븐틴 (SEVENTEEN),Ready to love,SEVENTEEN 8th Mini Album 'Your Choice',https://musicmeta-phinf.pstatic.net/album/006/031/6031784.jpg,https://www.youtube.com/watch?v=yCvSR4lSqTg
여성,10,TWICE(트와이스),What is Love?,What is Love?,https://musicmeta-phinf.pstatic.net/album/002/443/2443616.jpg,https://www.youtube.com/watch?v=i0p1bmr0EmE
여성,10,마마무(Mamamoo),HIP,reality in BLACK,https://musicmeta-phinf.pstatic.net/album/003/419/3419510.jpg,https://www.youtube.com/watch?v=KhTeiaCezwM
여성,10,Red Velvet (레드벨벳),Psycho,'The ReVe Festival' Finale,https://musicmeta-phinf.pstatic.net/album/003/948/3948913.jpg,https://www.youtube.com/watch?v=uR8Mrt1IpXg
여성,10,청하,Bicycle,Querencia,https://musicmeta-phinf.pstatic.net/album/005/228/5228107.jpg,https://www.youtube.com/watch?v=Cagpf33BJl4
여성,10,이하이,Brave Enough,청춘기록 (tvN 월화드라마) OST - Part 7,https://musicmeta-phinf.pstatic.net/album/005/010/5010005.jpg,https://www.youtube.com/watch?v=HOoP3OEtrxg
여성,10,아스트로(ASTRO),ONE,All Yours,https://musicmeta-phinf.pstatic.net/album/005/516/5516343.jpg,https://www.youtube.com/watch?v=XxlsLmHwCSk
여성,10,DAY6(데이식스),예뻤어,Every DAY6 February,https://musicmeta-phinf.pstatic.net/album/001/779/1779662.jpg,https://www.youtube.com/watch?v=BS7tz2rAOSA
여성,10,마마무(Mamamoo),AYA,TRAVEL,https://musicmeta-phinf.pstatic.net/album/005/064/5064545.jpg,https://www.youtube.com/watch?v=UoI9riNffEU
여성,10,ITZY(있지),달라달라,IT'z Different,https://musicmeta-phinf.pstatic.net/album/002/841/2841538.jpg,https://www.youtube.com/watch?v=pNfTK39k55U
여성,10,투모로우바이투게더,0X1=LOVESONG (I Know I Love You) feat. Seori,혼돈의 장: FREEZE,https://musicmeta-phinf.pstatic.net/album/005/911/5911060.jpg,https://www.youtube.com/watch?v=d5bbqKYu51w
여성,10,Red Velvet (레드벨벳),Queendom,Queendom - The 6th Mini Album,https://musicmeta-phinf.pstatic.net/album/006/303/6303210.jpg,https://www.youtube.com/watch?v=c9RzZpV460k
여성,10,(여자)아이들,화(火花),I burn,https://musicmeta-phinf.pstatic.net/album/005/190/5190622.jpg,https://www.youtube.com/watch?v=z3szNvgQxHo
여성,10,AKMU(악뮤),"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",항해,https://musicmeta-phinf.pstatic.net/album/003/199/3199865.jpg,https://www.youtube.com/watch?v=m3DZsBw5bnE
여성,10,전소미,DUMB DUMB,DUMB DUMB,https://musicmeta-phinf.pstatic.net/album/006/254/6254892.jpg,https://www.youtube.com/watch?v=tg2uF3R_Ozo
여성,10,브레이브걸스(Brave Girls),롤린 (Rollin'),Rollin',https://musicmeta-phinf.pstatic.net/album/001/821/1821057.jpg,https://www.youtube.com/watch?v=-Axm4IYHVYk
여성,10,로제 (ROSÉ),On The Ground,R,https://musicmeta-phinf.pstatic.net/album/005/338/5338058.jpg,https://www.youtube.com/watch?v=i7AUMU-GDNg
여성,10,"The Kid LAROI, Justin Bieber",STAY,STAY,https://musicmeta-phinf.pstatic.net/album/006/158/6158502.jpg,https://www.youtube.com/watch?v=Ec7TN_11az8
여성,10,현아,I'm Not Cool,I'm Not Cool,https://musicmeta-phinf.pstatic.net/album/005/213/5213231.jpg,https://www.youtube.com/watch?v=_yXEnhyOTQo
여성,10,IZ*ONE(아이즈원),Panorama,One-reeler / Act IV,https://musicmeta-phinf.pstatic.net/album/005/147/5147124.jpg,https://www.youtube.com/watch?v=G8GaQdW2wHc
여성,10,방탄소년단,Permission to Dance,Butter / Permission to Dance,https://musicmeta-phinf.pstatic.net/album/006/162/6162038.jpg,https://www.youtube.com/watch?v=CuklIb9d3fI
여성,10,아이유(IU),라일락,IU 5th Album 'LILAC',https://musicmeta-phinf.pstatic.net/album/005/211/5211473.jpg,https://www.youtube.com/watch?v=v7bnOxV4jAc
여성,10,제니 (JENNIE),SOLO,SOLO,https://musicmeta-phinf.pstatic.net/album/002/623/2623361.jpg,https://www.youtube.com/watch?v=b73BI9eUkjM
여성,10,로제 (ROSÉ),Gone,R,https://musicmeta-phinf.pstatic.net/album/005/338/5338058.jpg,https://www.youtube.com/watch?v=0Yn8-0nUiLk
여성,10,Etham,12:45 (Stripped),Stripped - EP,https://musicmeta-phinf.pstatic.net/album/002/830/2830196.jpg,https://www.youtube.com/watch?v=OyTIMOlY1ag
여성,10,태연 (TAEYEON),사계 (Four Seasons),사계 (Four Seasons),https://musicmeta-phinf.pstatic.net/album/002/950/2950189.jpg,https://www.youtube.com/watch?v=_LvHIVItJHM
여성,20,Adele,Hello,25,https://musicmeta-phinf.pstatic.net/album/000/599/599714.jpg,https://www.youtube.com/watch?v=YQHsXMglC9A
여성,20,Taylor Swift,Shake It Off,1989 (Deluxe),https://musicmeta-phinf.pstatic.net/album/000/460/460602.jpg,https://www.youtube.com/watch?v=nfWlot6h_JM
여성,20,Billie Eilish,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://musicmeta-phinf.pstatic.net/album/002/966/2966558.jpg,https://www.youtube.com/watch?v=DyDfgMOUjCI
여성,20,Lady Gaga,Telephone (Feat. Beyonce),The Fame Monster (International Deluxe),https://musicmeta-phinf.pstatic.net/album/000/165/165175.jpg,https://www.youtube.com/watch?v=EVBsypHzF3U
여성,20,Smooth Times,Crazy in Love,Smooth Times Play Beyoncé Chill Out,https://musicmeta-phinf.pstatic.net/album/003/366/3366630.jpg,https://www.youtube.com/watch?v=ViwtNLUqkMY
여성,20,Ariana Grande,7 rings,7 rings,https://musicmeta-phinf.pstatic.net/album/002/816/2816715.jpg,https://www.youtube.com/watch?v=QYh6mYIJG2Y
여성,20,Rihanna,Diamonds,Diamonds,https://musicmeta-phinf.pstatic.net/album/000/332/332083.jpg,https://www.youtube.com/watch?v=lWA2pjMjpBs
여성,20,Katy Perry,Roar,PRISM (Deluxe),https://musicmeta-phinf.pstatic.net/album/000/399/399492.jpg,https://www.youtube.com/watch?v=CevxZvSJLk8
여성,20,Lorde,Royals,Pure Heroine,https://musicmeta-phinf.pstatic.net/album/000/396/396960.jpg,https://www.youtube.com/watch?v=nlcIKh6sBtc
여성,20,Camila Cabello,Havana (Feat. Young Thug),Camila,https://musicmeta-phinf.pstatic.net/album/002/152/2152059.jpg,https://www.youtube.com/watch?v=BQ0mxQXmLsk
여성,20,Demi Lovato,Sorry Not Sorry,Tell Me You Love Me,https://musicmeta-phinf.pstatic.net/album/002/643/2643697.jpg,https://www.youtube.com/watch?v=q2NAU8XjqG4
여성,20,Dua Lipa,New Rules,Dua Lipa (Deluxe),https://musicmeta-phinf.pstatic.net/album/000/635/635724.jpg,https://www.youtube.com/watch?v=k2qgadSvNyU
여성,20,Sia,Cheap Thrills (Feat. Sean Paul),This Is Acting (Deluxe Version),https://musicmeta-phinf.pstatic.net/album/000/661/661634.jpg,https://www.youtube.com/watch?v=31crA53Dgu0
여성,20,Selena Gomez,Lose You To Love Me,Lose You To Love Me,https://musicmeta-phinf.pstatic.net/album/003/362/3362550.jpg,https://www.youtube.com/watch?v=zlJDTxahav0
여성,20,Halsey,Without Me,Without Me,https://musicmeta-phinf.pstatic.net/album/002/551/2551652.jpg,https://www.youtube.com/watch?v=ZAfAud_M_mg
여성,20,Meghan Trainor,All About That Bass,King's Coronation Party,https://musicmeta-phinf.pstatic.net/album/009/615/9615048.jpg,https://www.youtube.com/watch?v=7PCkvCPvDXk
여성,20,Post Malone,Chemical,Chemical,https://musicmeta-phinf.pstatic.net/album/009/485/9485668.jpg,https://www.youtube.com/watch?v=IzPQ_jA00bk
여성,20,Shakira,Can't Remember To Forget You (Feat. Rihanna),Can't Remember To Forget You,https://musicmeta-phinf.pstatic.net/album/000/412/412319.jpg,https://www.youtube.com/watch?v=o3mP3mJDL2k
여성,20,Christina Aguilera,Genie In A Bottle,Christina Aguilera,https://musicmeta-phinf.pstatic.net/album/000/004/4597.jpg,https://www.youtube.com/watch?v=kIDWgqDBNXA
여성,20,"Jennifer Lopez, Ja Rule",I'm Real (Murder Remix) (Feat. Ja Rule),J To Tha L-O! The Remixes (Explicit Version),https://musicmeta-phinf.pstatic.net/album/000/724/724099.jpg,https://www.youtube.com/watch?v=Sjx9oSJDAVQ
여성,20,KCM,천국의 계단,Love Affair,https://musicmeta-phinf.pstatic.net/album/000/037/37158.jpg,https://www.youtube.com/watch?v=1XbweOcmE-Q
여성,20,김민석(멜로망스),취중고백,취중고백,https://musicmeta-phinf.pstatic.net/album/006/739/6739257.jpg,https://www.youtube.com/watch?v=VMQl78z1DiY
여성,20,엠씨더맥스(M.C the MAX),어디에도,pathos,https://musicmeta-phinf.pstatic.net/album/000/614/614753.jpg,https://www.youtube.com/watch?v=va5rf20Un24
여성,20,izi,응급실,쾌걸춘향 OST,https://musicmeta-phinf.pstatic.net/album/000/030/30876.jpg,https://www.youtube.com/watch?v=0fzSq6Qc838
여성,20,정동하,추억은 만남보다 이별에 남아,추억은 만남보다 이별에 남아,https://musicmeta-phinf.pstatic.net/album/005/216/5216352.jpg,https://www.youtube.com/watch?v=16dCIXLMMi0
여성,20,이무진,신호등,신호등,https://musicmeta-phinf.pstatic.net/album/005/843/5843153.jpg,https://www.youtube.com/watch?v=SK6Sm2Ki9tI
여성,20,임영웅,사랑은 늘 도망가,신사와 아가씨 OST Part 2,https://musicmeta-phinf.pstatic.net/album/006/465/6465843.jpg,https://www.youtube.com/watch?v=LKQ-18LoFQk
여성,20,주호,내가 아니라도,내가 아니라도,https://musicmeta-phinf.pstatic.net/album/007/425/7425722.jpg,https://www.youtube.com/watch?v=lAq9l8o6UXU
여성,20,"마크툽(Maktub), 구윤회",Marry Me,마크툽 프로젝트 Vol. 3,https://musicmeta-phinf.pstatic.net/album/000/442/442539.jpg,https://www.youtube.com/watch?v=--knPjoSlNE
여성,20,에이치코드(H:CODE),꿈속에 너 (Feat. 전상근),두 번째 이야기,https://musicmeta-phinf.pstatic.net/album/000/627/627707.jpg,https://www.youtube.com/watch?v=DhMLZlq_8gE
여성,20,성시경,너의 모든 순간,별에서 온 그대 OST Part 7,https://musicmeta-phinf.pstatic.net/album/000/416/416823.jpg,https://www.youtube.com/watch?v=i2aRMXZR1k0
여성,20,KCM,클래식,Kingdom,https://musicmeta-phinf.pstatic.net/album/000/134/134659.jpg,https://www.youtube.com/watch?v=lkKo2ad7T6k
여성,20,황인욱,포장마차,포장마차,https://musicmeta-phinf.pstatic.net/album/003/071/3071026.jpg,https://www.youtube.com/watch?v=g6uvXiLNrxM
여성,20,#안녕,너의 번호를 누르고 (Prod. 영화처럼),너의 번호를 누르고,https://musicmeta-phinf.pstatic.net/album/003/591/3591278.jpg,https://www.youtube.com/watch?v=4OWRJ8Hnkz4
여성,20,에일리(Ailee),첫눈처럼 너에게 가겠다,도깨비 OST Part 9,https://musicmeta-phinf.pstatic.net/album/001/773/1773336.jpg,https://www.youtube.com/watch?v=6rS7OUGXUik
여성,20,스탠딩 에그(Standing Egg),오래된 노래,오래된 노래,https://musicmeta-phinf.pstatic.net/album/000/329/329778.jpg,https://www.youtube.com/watch?v=bW3XExLBf7A
여성,20,윤하,사건의 지평선,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',https://musicmeta-phinf.pstatic.net/album/007/434/7434553.jpg,https://www.youtube.com/watch?v=BBdC1rl5sKY
여성,20,탑현,호랑수월가,호랑수월가,https://musicmeta-phinf.pstatic.net/album/006/898/6898111.jpg,https://www.youtube.com/watch?v=D92O5JT3E8A
여성,20,송이한,밝게 빛나는 별이 되어 비춰줄게,밝게 빛나는 별이 되어 비춰줄게,https://musicmeta-phinf.pstatic.net/album/005/182/5182119.jpg,https://www.youtube.com/watch?v=5YQww_vbNTU
여성,20,KCM,태양의 눈물,Love Affair,https://musicmeta-phinf.pstatic.net/album/000/037/37158.jpg,https://www.youtube.com/watch?v=QwdhBDTCqEI
여성,20,빅마마,체념,Like The Bible,https://musicmeta-phinf.pstatic.net/album/000/002/2974.jpg,https://www.youtube.com/watch?v=XqWQzZESCYw
여성,20,10CM,스토커,3.0,https://musicmeta-phinf.pstatic.net/album/000/463/463624.jpg,https://www.youtube.com/watch?v=x7l0kLFN6Oc
여성,20,정승환,너였다면,또 오해영 OST Part 5,https://musicmeta-phinf.pstatic.net/album/000/640/640805.jpg,https://www.youtube.com/watch?v=bkEpWA-4FfU
여성,20,자우림,"스물다섯, 스물하나","Goodbye, grief.",https://musicmeta-phinf.pstatic.net/album/000/398/398547.jpg,https://www.youtube.com/watch?v=AizDJNhLW5s
여성,20,멜로망스(Melomance),사랑인가 봐,사랑인가 봐 (사내맞선 OST 스페셜 트랙),https://musicmeta-phinf.pstatic.net/album/007/226/7226704.jpg,https://www.youtube.com/watch?v=pTe9aJHEF_o
여성,20,이승기,삭제,나방의 꿈,https://musicmeta-phinf.pstatic.net/album/000/027/27843.jpg,https://www.youtube.com/watch?v=GpUelwfBe-w
여성,20,KCM,흑백사진,Beautiful Mind,https://musicmeta-phinf.pstatic.net/album/000/028/28343.jpg,https://www.youtube.com/watch?v=mZsMYFVasCg
여성,20,버즈,가시,Buzz Effect,https://musicmeta-phinf.pstatic.net/album/000/031/31566.jpg,https://www.youtube.com/watch?v=1-Lm2LUR8Ss
여성,20,조정석,아로하,슬기로운 의사생활 OST Part 3,https://musicmeta-phinf.pstatic.net/album/004/498/4498641.jpg,https://www.youtube.com/watch?v=3DOkxQ3HDXE
여성,20,마크툽(Maktub),찰나가 영원이 될 때 (The Eternal Moment),Red Moon : Beyond The Light,https://musicmeta-phinf.pstatic.net/album/006/424/6424449.jpg,https://www.youtube.com/watch?v=tL7HKKEoW1Y
여성,20,김필,다시 사랑한다면 (니글니글 버터플라이),복면가왕 47회,https://musicmeta-phinf.pstatic.net/album/000/619/619549.jpg,https://www.youtube.com/watch?v=YyKSZARBcGo
여성,20,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",'키스 먼저 할까요?' OST Part 3,https://musicmeta-phinf.pstatic.net/album/002/421/2421567.jpg,https://www.youtube.com/watch?v=1q_t6RNuH8c
여성,20,소찬휘,Tears,First Bridge,https://musicmeta-phinf.pstatic.net/album/000/001/1408.jpg,https://www.youtube.com/watch?v=3W2EnCe4mCw
여성,20,야다,이미 슬픈 사랑,Wear To Healing YADA,https://musicmeta-phinf.pstatic.net/album/000/001/1972.jpg,https://www.youtube.com/watch?v=S_cgH7nSXeI
여성,20,닐로(Nilo),지나오다,About You,https://musicmeta-phinf.pstatic.net/album/002/252/2252719.jpg,https://www.youtube.com/watch?v=uqQqnWfJyAA
여성,20,허각,hello,LIKE 1st MINI ALBUM 'First Story',https://musicmeta-phinf.pstatic.net/album/000/207/207064.jpg,https://www.youtube.com/watch?v=bCC16u613vY
여성,20,"조유진(체리필터), 박기영","나에게로의 초대 (이상한 나라의 앨리스, 하트다 하트여왕)",복면가왕 89회,https://musicmeta-phinf.pstatic.net/album/001/709/1709584.jpg,https://www.youtube.com/watch?v=dz4WCVP0gEI
여성,20,정준일,안아줘,Lo9ve3r4s,https://musicmeta-phinf.pstatic.net/album/000/301/301989.jpg,https://www.youtube.com/watch?v=W4SXOQ7xFoo
여성,20,허각,나를 사랑했던 사람아,LACRIMOSO,https://musicmeta-phinf.pstatic.net/album/000/317/317223.jpg,https://www.youtube.com/watch?v=Ixq4FjZdzho
여성,20,윤종신,좋니,LISTEN 010 좋니,https://musicmeta-phinf.pstatic.net/album/002/067/2067347.jpg,https://www.youtube.com/watch?v=jy_UiIQn_d0
여성,30,"Kygo, Oh Wonder",How Would I Know,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=i5Pp_WSJ6AY
여성,30,"Zedd, Jasmine Thompson",Funny,Funny,https://musicmeta-phinf.pstatic.net/album/004/672/4672337.jpg,https://www.youtube.com/watch?v=xRYgGBocHNY
여성,30,CHEEZE (치즈),Madeleine Love,PLAIN,https://musicmeta-phinf.pstatic.net/album/000/539/539608.jpg,https://www.youtube.com/watch?v=EHTagN5HJKQ
여성,30,DAY6(데이식스),Zombie,The Book of Us : The Demon,https://musicmeta-phinf.pstatic.net/album/004/559/4559943.jpg,https://www.youtube.com/watch?v=k8gx-C7GCGU
여성,30,"Jasmine Thompson, Zedd",Funny (Stripped),Funny (Stripped),https://musicmeta-phinf.pstatic.net/album/004/811/4811704.jpg,https://www.youtube.com/watch?v=v6fVtaXfofc
여성,30,"Zedd, Griff",Inside Out,Inside Out,https://musicmeta-phinf.pstatic.net/album/005/049/5049942.jpg,https://www.youtube.com/watch?v=ZTwXOn3qZBc
여성,30,BIG Naughty (서동현),Vancouver,Lovey Dovey,https://musicmeta-phinf.pstatic.net/album/007/524/7524584.jpg,https://www.youtube.com/watch?v=jy8eGRwI9h8
여성,30,"Kygo, Oliver Nelson",Riding Shotgun (Ryan Riback Remix) (Feat. Bonnie McKee),Kids in Love (Remixes),https://musicmeta-phinf.pstatic.net/album/002/345/2345147.jpg,https://www.youtube.com/watch?v=bi8DS9pKyw8
여성,30,방탄소년단,Dynamite,Dynamite (DayTime Version),https://musicmeta-phinf.pstatic.net/album/004/820/4820425.jpg,https://www.youtube.com/watch?v=gdZLi9oWNZg
여성,30,Cash Cash,Love You Now (Feat. Georgia Ku),Love You Now (Feat. Georgia Ku),https://musicmeta-phinf.pstatic.net/album/005/035/5035329.jpg,https://www.youtube.com/watch?v=q06UpZEBlfY
여성,30,LUCY,개화 (Flowering),DEAR.,https://musicmeta-phinf.pstatic.net/album/004/556/4556683.jpg,https://www.youtube.com/watch?v=WQdFA55hT80
여성,30,Sasha Alex Sloan,Lie,Only Child,https://musicmeta-phinf.pstatic.net/album/005/037/5037656.jpg,https://www.youtube.com/watch?v=zDYSSM4scyM
여성,30,샵,내 입술... 따뜻한 커피처럼,Flat Album,https://musicmeta-phinf.pstatic.net/album/000/002/2760.jpg,https://www.youtube.com/watch?v=4mDOG3PAjao
여성,30,러브홀릭,Loveholic,Florist (플로리스트),https://musicmeta-phinf.pstatic.net/album/000/002/2997.jpg,https://www.youtube.com/watch?v=meDRgBmiU2w
여성,30,러브홀릭,Want You Hear,Invisible Things,https://musicmeta-phinf.pstatic.net/album/000/028/28201.jpg,https://www.youtube.com/watch?v=CXizWe150lw
여성,30,팀,사랑합니다 (Special Edition) (슈퍼스타 K6 '송유빈' 참가곡),사랑합니다,https://musicmeta-phinf.pstatic.net/album/000/311/311127.jpg,https://www.youtube.com/watch?v=4UowCrVHOv4
여성,30,더 자두,대화가 필요해,Change Yourself,https://musicmeta-phinf.pstatic.net/album/000/001/1640.jpg,https://www.youtube.com/watch?v=faPQoNUC4GQ
여성,30,더 자두,김밥,3집 The Jadu,https://musicmeta-phinf.pstatic.net/album/000/003/3006.jpg,https://www.youtube.com/watch?v=Q5C3UK1BmDo
여성,30,박혜경,Rain,Feel Me,https://musicmeta-phinf.pstatic.net/album/000/001/1631.jpg,https://www.youtube.com/watch?v=E0C-tN9QJ3Q
여성,30,"Emma Stone, Callie Hernandez, Sonoya Mizuno, Jessica Rothe",Someone In The Crowd,La La Land - The Complete Musical Experience (Streaming Ver.),https://musicmeta-phinf.pstatic.net/album/003/108/3108750.jpg,https://www.youtube.com/watch?v=-62YbRZqxjs
여성,30,La La Land Cast,Another Day Of Sun,La La Land (Original Motion Picture Soundtrack),https://musicmeta-phinf.pstatic.net/album/001/529/1529332.jpg,https://www.youtube.com/watch?v=CWnYIb2lqpo
여성,30,에픽하이 (EPIK HIGH),Fan,Remapping The Human Soul,https://musicmeta-phinf.pstatic.net/album/000/044/44954.jpg,https://www.youtube.com/watch?v=eINjPkO7w4M
여성,30,오반,어떻게 지내 (Prod. By VAN.C),어떻게 지내,https://musicmeta-phinf.pstatic.net/album/004/477/4477123.jpg,https://www.youtube.com/watch?v=jBAdBd_hd-8
여성,30,투모로우바이투게더,9와 4분의 3 승강장에서 너를 기다려 (Run Away),꿈의 장: MAGIC,https://musicmeta-phinf.pstatic.net/album/003/352/3352317.jpg,https://www.youtube.com/watch?v=6yWPfUz0z94
여성,30,릴러말즈 (Leellamarz),불편해 (Feat. Gist),MaRz&B,https://musicmeta-phinf.pstatic.net/album/008/233/8233535.jpg,https://www.youtube.com/watch?v=9rKfb7qZWIs
여성,30,언니네 이발관,혼자 추는 춤,혼자 추는 춤,https://musicmeta-phinf.pstatic.net/album/000/605/605547.jpg,https://www.youtube.com/watch?v=Y6-TY-F2NXs
여성,30,"Kygo, OneRepublic",Lose Somebody,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=xDAW5NtoLvI
여성,30,"Kygo, Sandro Cavazza",Beautiful,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=4IUNL6zzVZ8
여성,30,"The Kid LAROI, Justin Bieber",STAY,STAY,https://musicmeta-phinf.pstatic.net/album/006/158/6158502.jpg,https://www.youtube.com/watch?v=kTJczUoc26U
여성,30,Anne-Marie,Ciao Adios,Ciao Adios,https://musicmeta-phinf.pstatic.net/album/001/781/1781272.jpg,https://www.youtube.com/watch?v=B_uc09yShC4
여성,30,Klingande,Pumped Up,The Album,https://musicmeta-phinf.pstatic.net/album/008/241/8241353.jpg,https://www.youtube.com/watch?v=Mpbbvs1S1rg
여성,30,Kris Kross,Jump,Totally Krossed Out,https://musicmeta-phinf.pstatic.net/album/006/881/6881345.jpg,https://www.youtube.com/watch?v=010KyIQjkTk
여성,30,박지윤,고백,나무가 되는 꿈,https://musicmeta-phinf.pstatic.net/album/000/313/313497.jpg,https://www.youtube.com/watch?v=pMaP1yje7dY
여성,30,브로콜리너마저,살얼음,살얼음,https://musicmeta-phinf.pstatic.net/album/001/820/1820597.jpg,https://www.youtube.com/watch?v=ZhVUPgfxOMQ
여성,30,시와,화양연화,소요 (逍遙),https://musicmeta-phinf.pstatic.net/album/000/169/169659.jpg,https://www.youtube.com/watch?v=MlkiznFoxdo
여성,30,델리스파이스,Doxer,DRRRR !,https://musicmeta-phinf.pstatic.net/album/000/002/2723.jpg,https://www.youtube.com/watch?v=o8sRVjQnO9M
여성,30,국카스텐(Guckkasten),Lost,Frame,https://musicmeta-phinf.pstatic.net/album/000/466/466231.jpg,https://www.youtube.com/watch?v=TlPXgw-qhWE
여성,30,윤상,날 위로하려거든,날 위로하려거든,https://musicmeta-phinf.pstatic.net/album/000/452/452654.jpg,https://www.youtube.com/watch?v=PN8l5KISn9E
여성,30,장미여관,옥탑방,오빠는 잘 있단다,https://musicmeta-phinf.pstatic.net/album/000/620/620241.jpg,https://www.youtube.com/watch?v=55doGDN9xbk
여성,40,영턱스클럽,정 (위험한 이별),정,https://musicmeta-phinf.pstatic.net/album/000/026/26713.jpg,https://www.youtube.com/watch?v=2BgqorB8L20
여성,40,스페이스 에이(Space A),섹시한 남자,Re-Turn,https://musicmeta-phinf.pstatic.net/album/000/370/370076.jpg,https://www.youtube.com/watch?v=0hh7qr8ZKBk
여성,40,스페이스 에이(Space A),주홍글씨 (Dance Ver.),주홍글씨,https://musicmeta-phinf.pstatic.net/album/000/002/2435.jpg,https://www.youtube.com/watch?v=Cra_lguqAtw
여성,40,루머스,스톰,추억의 가요 리믹스 2,https://musicmeta-phinf.pstatic.net/album/000/004/4091.jpg,https://www.youtube.com/watch?v=Q_0tLgdL974
여성,40,인디고,여름아! 부탁해,Indigo,https://musicmeta-phinf.pstatic.net/album/000/002/2881.jpg,https://www.youtube.com/watch?v=P_COMZh7tEY
여성,40,유피 (UP),뿌요뿌요 (pyo pyo),Second Birth,https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg,https://www.youtube.com/watch?v=c5mqtOWPcBM
여성,40,유피 (UP),바다,Second Birth,https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg,https://www.youtube.com/watch?v=PHtm0pIUpPw
여성,40,솔리드,천생연분,light camera action,https://musicmeta-phinf.pstatic.net/album/000/002/2578.jpg,https://www.youtube.com/watch?v=M2hlTs4ngsY
여성,40,유엔 (UN),선물,Traveling You,https://musicmeta-phinf.pstatic.net/album/000/002/2693.jpg,https://www.youtube.com/watch?v=ybx-6MqtqFg
여성,40,유엔 (UN),평생,UNITED N-GENERATION,https://musicmeta-phinf.pstatic.net/album/000/002/2463.jpg,https://www.youtube.com/watch?v=jt4BJUyonhQ
여성,40,박혜경,고백,＋01,https://musicmeta-phinf.pstatic.net/album/000/001/1368.jpg,https://www.youtube.com/watch?v=SzoNVWfUUG0
여성,40,왁스,화장을 고치고,화장을 고치고,https://musicmeta-phinf.pstatic.net/album/000/001/1564.jpg,https://www.youtube.com/watch?v=6A4FnyJcNBM
여성,40,페퍼톤스(PEPPERTONES),Thank You,Thank You,https://musicmeta-phinf.pstatic.net/album/000/372/372728.jpg,https://www.youtube.com/watch?v=5nApMCTK0yo
