순위,가수명,인기곡,앨범이미지,유튜브링크
32,헤이즈 (Heize),빙글빙글 (Prod. R.Tee),https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/51/611/751611_20230403143900_500.jpg,https://www.youtube.com/watch?v=FanfDDjFyT8
33,aespa,도깨비불 (Illusion),https://cdnimg.melon.co.kr/cm2/artistcrop/images/028/99/555/2899555_20220704103124_500.jpg,https://www.youtube.com/watch?v=fPpbfQiisA0
34,김호중,그중에 그대를 만나,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/20/018/720018_20220727122202_500.jpg,https://www.youtube.com/watch?v=Re-na85d8l0
35,BIGBANG (빅뱅),봄여름가을겨울 (Still Life),https://cdnimg.melon.co.kr/cm2/artistcrop/images/001/98/094/198094_20220404174645_500.jpg,https://www.youtube.com/watch?v=eN5mG_yMDiM
36,TWICE (트와이스),SET ME FREE,https://cdnimg.melon.co.kr/cm2/artistcrop/images/009/05/701/905701_20230221114319_500.jpg,https://www.youtube.com/watch?v=w4cTYnOPdNk
37,BE'O (비오),LOVE me,https://cdnimg.melon.co.kr/cm2/artistcrop/images/027/58/756/2758756_20220929141455_500.jpg,https://www.youtube.com/watch?v=G0ofW1OOTrU
38,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/52/425/752425_20230414173732_500.jpg,https://www.youtube.com/watch?v=1q_t6RNuH8c
39,멜로망스,사랑인가 봐,https://cdnimg.melon.co.kr/cm2/artistcrop/images/008/39/732/839732_20220503105326_500.jpg,https://www.youtube.com/watch?v=pTe9aJHEF_o
40,Aimyon,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),https://cdnimg.melon.co.kr/cm2/artistcrop/images/016/25/441/1625441_20230405150156_500.jpg,https://www.youtube.com/watch?v=ltwazF77Owg
41,부석순 (SEVENTEEN),파이팅 해야지 (Feat. 이영지),https://cdnimg.melon.co.kr/cm2/artistcrop/images/021/12/233/2112233_20230206135436_500.jpg,https://www.youtube.com/watch?v=mBXBOLG06Wc
42,백예린 (Yerin Baek),Square (2017),https://cdnimg.melon.co.kr/cm2/artistcrop/images/006/98/776/698776_20221230145138_500.jpg,https://www.youtube.com/watch?v=4iFP_wd6QU8
43,잔나비,주저하는 연인들을 위해,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/72/253/772253_20220510133114_500.jpg,https://www.youtube.com/watch?v=GpQ222I1ULc
44,박재범,GANADARA (Feat. 아이유),https://cdnimg.melon.co.kr/cm2/artistcrop/images/004/43/420/443420_20230210160014_500.jpg,https://www.youtube.com/watch?v=gFb1TftvdoM
45,EXO,LOVE ME RIGHT,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/24/619/724619_20210603102557_500.jpg,https://www.youtube.com/watch?v=RuqaVryDRd0
46,몬스타엑스,Beautiful Liar,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/91/216/791216_20230109113440_500.jpg,https://www.youtube.com/watch?v=2zXg8CbymYc
47,릴러말즈 (Leellamarz),GONE (Feat. Paloalto) (Prod. TOIL),https://cdnimg.melon.co.kr/cm2/artistcrop/images/009/67/229/967229_20210805170241_500.jpg,https://www.youtube.com/watch?v=UvOISFON4M4
48,송하예,너를 보는게 지친 하루에,https://cdnimg.melon.co.kr/cm2/artistcrop/images/007/22/098/722098_20211022162650_500.jpg,https://www.youtube.com/watch?v=W-4fo94U4Tc
49,DAY6 (데이식스),한 페이지가 될 수 있게,https://cdnimg.melon.co.kr/cm2/artistcrop/images/008/94/864/894864_20220127143019_500.jpg,https://www.youtube.com/watch?v=vnS_jn2uibs
50,송가인,당신을 만나,https://cdnimg.melon.co.kr/cm2/artistcrop/images/017/01/869/1701869_20220427134633_500.jpg,https://www.youtube.com/watch?v=8dVhvoXIA4w
